image_id,filename,label,annotator,date,source
847,Salwar_Kameez_00847.jpg,Salwar_Kameez,Abhinav Dogra,2026-03-13,sikshalochan.nic.in
848,Salwar_Kameez_00848.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-21,sikshalochan.nic.in
849,Salwar_Kameez_00849.jpg,Salwar_Kameez,Naman Aggrawal,2026-02-20,pantaloons.com
850,Salwar_Kameez_00850.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-01,fabindia.com
851,Salwar_Kameez_00851.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-09,craftcouncil.in
852,Salwar_Kameez_00852.jpg,Salwar_Kameez,Abhinav Dogra,2026-03-15,india.gov.in/textiles
853,Salwar_Kameez_00853.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-12,ajio.com
854,Salwar_Kameez_00854.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-19,india.gov.in/textiles
855,Salwar_Kameez_00855.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-01,ajio.com
856,Salwar_Kameez_00856.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-01,craftsvilla.com
857,Salwar_Kameez_00857.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-27,cbazaar.com
858,Salwar_Kameez_00858.jpg,Salwar_Kameez,Abhinav Dogra,2026-03-10,tatacliq.com
859,Salwar_Kameez_00859.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-17,ajio.com
860,Salwar_Kameez_00860.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-26,nykafashion.com
861,Salwar_Kameez_00861.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-16,nykafashion.com
862,Salwar_Kameez_00862.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-16,craftsvilla.com
863,Salwar_Kameez_00863.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-20,biba.in
864,Salwar_Kameez_00864.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-26,handlooms.nic.in
865,Salwar_Kameez_00865.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-14,handlooms.nic.in
866,Salwar_Kameez_00866.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-17,sikshalochan.nic.in
867,Salwar_Kameez_00867.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-07,limeroad.com
868,Salwar_Kameez_00868.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-20,sikshalochan.nic.in
869,Salwar_Kameez_00869.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-03,biba.in
870,Salwar_Kameez_00870.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-13,myntra.com
871,Salwar_Kameez_00871.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-24,nift.ac.in
872,Salwar_Kameez_00872.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-28,sikshalochan.nic.in
873,Salwar_Kameez_00873.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-13,utsavfashion.com
874,Salwar_Kameez_00874.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-01,limeroad.com
875,Salwar_Kameez_00875.jpg,Salwar_Kameez,Naman Aggrawal,2026-02-23,tatacliq.com
876,Salwar_Kameez_00876.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-16,texmin.nic.in
877,Salwar_Kameez_00877.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-11,myntra.com
878,Salwar_Kameez_00878.jpg,Salwar_Kameez,Naman Aggrawal,2026-02-21,nykafashion.com
879,Salwar_Kameez_00879.jpg,Salwar_Kameez,Abhinav Dogra,2026-03-06,ajio.com
880,Salwar_Kameez_00880.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-06,ajio.com
881,Salwar_Kameez_00881.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-10,ajio.com
882,Salwar_Kameez_00882.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-01,utsavfashion.com
883,Salwar_Kameez_00883.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-21,ajio.com
884,Salwar_Kameez_00884.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-03,craftsvilla.com
885,Salwar_Kameez_00885.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-13,pantaloons.com
886,Salwar_Kameez_00886.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-06,pantaloons.com
887,Salwar_Kameez_00887.jpg,Salwar_Kameez,Naman Aggrawal,2026-02-24,biba.in
888,Salwar_Kameez_00888.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-22,texmin.nic.in
889,Salwar_Kameez_00889.jpg,Salwar_Kameez,Pratham Gupta,2026-02-23,ajio.com
890,Salwar_Kameez_00890.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-05,westside.com
891,Salwar_Kameez_00891.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-04,craftcouncil.in
892,Salwar_Kameez_00892.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-26,handlooms.nic.in
893,Salwar_Kameez_00893.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-25,texmin.nic.in
894,Salwar_Kameez_00894.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-19,craftsvilla.com
895,Salwar_Kameez_00895.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-20,sikshalochan.nic.in
896,Salwar_Kameez_00896.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-22,utsavfashion.com
897,Salwar_Kameez_00897.jpg,Salwar_Kameez,Pratham Gupta,2026-03-14,biba.in
898,Salwar_Kameez_00898.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-16,sikshalochan.nic.in
899,Salwar_Kameez_00899.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-28,sikshalochan.nic.in
900,Salwar_Kameez_00900.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-19,handlooms.nic.in
901,Salwar_Kameez_00901.jpg,Salwar_Kameez,Naman Aggrawal,2026-02-23,tatacliq.com
902,Salwar_Kameez_00902.jpg,Salwar_Kameez,Pratham Gupta,2026-03-07,nykafashion.com
903,Salwar_Kameez_00903.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-14,limeroad.com
904,Salwar_Kameez_00904.jpg,Salwar_Kameez,Abhinav Dogra,2026-03-04,tatacliq.com
905,Salwar_Kameez_00905.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-23,handlooms.nic.in
906,Salwar_Kameez_00906.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-06,ajio.com
907,Salwar_Kameez_00907.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-21,sikshalochan.nic.in
908,Salwar_Kameez_00908.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-02,tatacliq.com
909,Salwar_Kameez_00909.jpg,Salwar_Kameez,Pratham Gupta,2026-02-24,myntra.com
910,Salwar_Kameez_00910.jpg,Salwar_Kameez,Naman Aggrawal,2026-02-21,fabindia.com
911,Salwar_Kameez_00911.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-22,tatacliq.com
912,Salwar_Kameez_00912.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-22,sikshalochan.nic.in
913,Salwar_Kameez_00913.jpg,Salwar_Kameez,Pratham Gupta,2026-03-11,craftsvilla.com
914,Salwar_Kameez_00914.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-01,sikshalochan.nic.in
915,Salwar_Kameez_00915.jpg,Salwar_Kameez,Pratham Gupta,2026-02-24,cbazaar.com
916,Salwar_Kameez_00916.jpg,Salwar_Kameez,Pratham Gupta,2026-03-03,craftcouncil.in
917,Salwar_Kameez_00917.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-18,craftcouncil.in
918,Salwar_Kameez_00918.jpg,Salwar_Kameez,Pratham Gupta,2026-02-21,limeroad.com
919,Salwar_Kameez_00919.jpg,Salwar_Kameez,Pratham Gupta,2026-02-28,ajio.com
920,Salwar_Kameez_00920.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-14,utsavfashion.com
921,Salwar_Kameez_00921.jpg,Salwar_Kameez,Naman Aggrawal,2026-02-15,cbazaar.com
922,Salwar_Kameez_00922.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-05,texmin.nic.in
923,Salwar_Kameez_00923.jpg,Salwar_Kameez,Pratham Gupta,2026-02-19,tatacliq.com
924,Salwar_Kameez_00924.jpg,Salwar_Kameez,Pratham Gupta,2026-02-22,handlooms.nic.in
925,Salwar_Kameez_00925.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-13,utsavfashion.com
926,Salwar_Kameez_00926.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-04,pantaloons.com
927,Salwar_Kameez_00927.jpg,Salwar_Kameez,Pratham Gupta,2026-03-11,craftcouncil.in
928,Salwar_Kameez_00928.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-01,westside.com
929,Salwar_Kameez_00929.jpg,Salwar_Kameez,Pratham Gupta,2026-02-20,biba.in
930,Salwar_Kameez_00930.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-02,westside.com
931,Salwar_Kameez_00931.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-07,ajio.com
932,Salwar_Kameez_00932.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-16,nykafashion.com
933,Salwar_Kameez_00933.jpg,Salwar_Kameez,Abhinav Dogra,2026-03-11,myntra.com
934,Salwar_Kameez_00934.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-19,utsavfashion.com
935,Salwar_Kameez_00935.jpg,Salwar_Kameez,Abhinav Dogra,2026-03-09,biba.in
936,Salwar_Kameez_00936.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-21,india.gov.in/textiles
937,Salwar_Kameez_00937.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-26,ajio.com
938,Salwar_Kameez_00938.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-07,craftcouncil.in
939,Salwar_Kameez_00939.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-15,myntra.com
940,Salwar_Kameez_00940.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-04,texmin.nic.in
941,Salwar_Kameez_00941.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-15,india.gov.in/textiles
942,Salwar_Kameez_00942.jpg,Salwar_Kameez,Pratham Gupta,2026-03-04,craftsvilla.com
943,Salwar_Kameez_00943.jpg,Salwar_Kameez,Abhinav Dogra,2026-03-03,texmin.nic.in
944,Salwar_Kameez_00944.jpg,Salwar_Kameez,Naman Aggrawal,2026-02-18,fabindia.com
945,Salwar_Kameez_00945.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-19,utsavfashion.com
946,Salwar_Kameez_00946.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-06,india.gov.in/textiles
947,Salwar_Kameez_00947.jpg,Salwar_Kameez,Pratham Gupta,2026-03-13,limeroad.com
948,Salwar_Kameez_00948.jpg,Salwar_Kameez,Pratham Gupta,2026-03-12,handlooms.nic.in
949,Salwar_Kameez_00949.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-26,handlooms.nic.in
950,Salwar_Kameez_00950.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-05,utsavfashion.com
951,Salwar_Kameez_00951.jpg,Salwar_Kameez,Naman Aggrawal,2026-02-24,nykafashion.com
952,Salwar_Kameez_00952.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-17,handlooms.nic.in
953,Salwar_Kameez_00953.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-27,sikshalochan.nic.in
954,Salwar_Kameez_00954.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-16,myntra.com
955,Salwar_Kameez_00955.jpg,Salwar_Kameez,Naman Aggrawal,2026-02-17,craftcouncil.in
956,Salwar_Kameez_00956.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-07,pantaloons.com
957,Salwar_Kameez_00957.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-14,fabindia.com
958,Salwar_Kameez_00958.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-16,utsavfashion.com
959,Salwar_Kameez_00959.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-15,craftcouncil.in
960,Salwar_Kameez_00960.jpg,Salwar_Kameez,Pratham Gupta,2026-02-16,nykafashion.com
961,Salwar_Kameez_00961.jpg,Salwar_Kameez,Pratham Gupta,2026-03-15,sikshalochan.nic.in
962,Salwar_Kameez_00962.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-08,ajio.com
963,Salwar_Kameez_00963.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-14,pantaloons.com
964,Salwar_Kameez_00964.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-21,biba.in
965,Salwar_Kameez_00965.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-17,craftsvilla.com
966,Salwar_Kameez_00966.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-05,utsavfashion.com
967,Salwar_Kameez_00967.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-13,handlooms.nic.in
968,Salwar_Kameez_00968.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-25,handlooms.nic.in
969,Salwar_Kameez_00969.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-12,nykafashion.com
970,Salwar_Kameez_00970.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-10,limeroad.com
971,Salwar_Kameez_00971.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-18,texmin.nic.in
972,Salwar_Kameez_00972.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-13,nykafashion.com
973,Salwar_Kameez_00973.jpg,Salwar_Kameez,Pratham Gupta,2026-03-06,handlooms.nic.in
974,Salwar_Kameez_00974.jpg,Salwar_Kameez,Pratham Gupta,2026-02-15,cbazaar.com
975,Salwar_Kameez_00975.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-02,utsavfashion.com
976,Salwar_Kameez_00976.jpg,Salwar_Kameez,Pratham Gupta,2026-03-04,handlooms.nic.in
977,Salwar_Kameez_00977.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-20,handlooms.nic.in
978,Salwar_Kameez_00978.jpg,Salwar_Kameez,Abhinav Dogra,2026-03-11,craftsvilla.com
979,Salwar_Kameez_00979.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-09,nykafashion.com
980,Salwar_Kameez_00980.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-23,biba.in
981,Salwar_Kameez_00981.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-09,biba.in
982,Salwar_Kameez_00982.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-25,limeroad.com
983,Salwar_Kameez_00983.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-17,myntra.com
984,Salwar_Kameez_00984.jpg,Salwar_Kameez,Pratham Gupta,2026-03-01,limeroad.com
985,Salwar_Kameez_00985.jpg,Salwar_Kameez,Pratham Gupta,2026-02-18,biba.in
986,Salwar_Kameez_00986.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-20,texmin.nic.in
987,Salwar_Kameez_00987.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-04,sikshalochan.nic.in
988,Salwar_Kameez_00988.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-28,fabindia.com
989,Salwar_Kameez_00989.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-17,limeroad.com
990,Salwar_Kameez_00990.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-17,pantaloons.com
991,Salwar_Kameez_00991.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-15,craftsvilla.com
992,Salwar_Kameez_00992.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-27,nykafashion.com
993,Salwar_Kameez_00993.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-15,utsavfashion.com
994,Salwar_Kameez_00994.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-03,westside.com
995,Salwar_Kameez_00995.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-20,biba.in
996,Salwar_Kameez_00996.jpg,Salwar_Kameez,Pratham Gupta,2026-02-24,cbazaar.com
997,Salwar_Kameez_00997.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-19,nykafashion.com
998,Salwar_Kameez_00998.jpg,Salwar_Kameez,Naman Aggrawal,2026-02-28,cbazaar.com
999,Salwar_Kameez_00999.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-24,craftcouncil.in
1000,Salwar_Kameez_01000.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-26,cbazaar.com
1001,Salwar_Kameez_01001.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-10,craftcouncil.in
1002,Salwar_Kameez_01002.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-06,tatacliq.com
1003,Salwar_Kameez_01003.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-18,biba.in
1004,Salwar_Kameez_01004.jpg,Salwar_Kameez,Pratham Gupta,2026-02-15,handlooms.nic.in
1005,Salwar_Kameez_01005.jpg,Salwar_Kameez,Pratham Gupta,2026-03-13,handlooms.nic.in
1006,Salwar_Kameez_01006.jpg,Salwar_Kameez,Pratham Gupta,2026-03-01,pantaloons.com
1007,Salwar_Kameez_01007.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-13,biba.in
1008,Salwar_Kameez_01008.jpg,Salwar_Kameez,Pratham Gupta,2026-02-25,tatacliq.com
1009,Salwar_Kameez_01009.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-25,westside.com
1010,Salwar_Kameez_01010.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-25,craftsvilla.com
1011,Salwar_Kameez_01011.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-05,utsavfashion.com
1012,Salwar_Kameez_01012.jpg,Salwar_Kameez,Pratham Gupta,2026-02-27,cbazaar.com
1013,Salwar_Kameez_01013.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-26,fabindia.com
1014,Salwar_Kameez_01014.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-21,sikshalochan.nic.in
1015,Salwar_Kameez_01015.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-08,sikshalochan.nic.in
1016,Salwar_Kameez_01016.jpg,Salwar_Kameez,Abhinav Dogra,2026-03-10,nift.ac.in
1017,Salwar_Kameez_01017.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-01,craftsvilla.com
1018,Salwar_Kameez_01018.jpg,Salwar_Kameez,Abhinav Dogra,2026-03-13,texmin.nic.in
1019,Salwar_Kameez_01019.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-19,craftsvilla.com
1020,Salwar_Kameez_01020.jpg,Salwar_Kameez,Naman Aggrawal,2026-02-23,biba.in
1021,Salwar_Kameez_01021.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-12,handlooms.nic.in
1022,Salwar_Kameez_01022.jpg,Salwar_Kameez,Abhinav Dogra,2026-03-01,craftcouncil.in
1023,Salwar_Kameez_01023.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-27,sikshalochan.nic.in
1024,Salwar_Kameez_01024.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-14,texmin.nic.in
1025,Salwar_Kameez_01025.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-16,limeroad.com
1026,Salwar_Kameez_01026.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-06,nykafashion.com
1027,Salwar_Kameez_01027.jpg,Salwar_Kameez,Abhinav Dogra,2026-03-11,utsavfashion.com
1028,Salwar_Kameez_01028.jpg,Salwar_Kameez,Pratham Gupta,2026-02-20,ajio.com
1029,Salwar_Kameez_01029.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-07,handlooms.nic.in
1030,Salwar_Kameez_01030.jpg,Salwar_Kameez,Pratham Gupta,2026-03-12,texmin.nic.in
1031,Salwar_Kameez_01031.jpg,Salwar_Kameez,Abhinav Dogra,2026-02-15,fabindia.com
1032,Salwar_Kameez_01032.jpg,Salwar_Kameez,Pratham Gupta,2026-02-22,india.gov.in/textiles
1033,Salwar_Kameez_01033.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-04,utsavfashion.com
1034,Salwar_Kameez_01034.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-26,handlooms.nic.in
1035,Salwar_Kameez_01035.jpg,Salwar_Kameez,Kartik Sansanwal,2026-03-11,india.gov.in/textiles
1036,Salwar_Kameez_01036.jpg,Salwar_Kameez,Naman Aggrawal,2026-02-26,myntra.com
1037,Salwar_Kameez_01037.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-18,craftsvilla.com
1038,Salwar_Kameez_01038.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-17,fabindia.com
1039,Salwar_Kameez_01039.jpg,Salwar_Kameez,Naman Aggrawal,2026-02-26,craftsvilla.com
1040,Salwar_Kameez_01040.jpg,Salwar_Kameez,Pratham Gupta,2026-03-01,tatacliq.com
1041,Salwar_Kameez_01041.jpg,Salwar_Kameez,Krish Aggrawal,2026-03-02,limeroad.com
1042,Salwar_Kameez_01042.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-18,nift.ac.in
1043,Salwar_Kameez_01043.jpg,Salwar_Kameez,Kartik Sansanwal,2026-02-25,nykafashion.com
1044,Salwar_Kameez_01044.jpg,Salwar_Kameez,Pratham Gupta,2026-02-16,fabindia.com
1045,Salwar_Kameez_01045.jpg,Salwar_Kameez,Abhinav Dogra,2026-03-14,pantaloons.com
1046,Salwar_Kameez_01046.jpg,Salwar_Kameez,Abhinav Dogra,2026-03-08,westside.com
1047,Salwar_Kameez_01047.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-03,westside.com
1048,Salwar_Kameez_01048.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-20,pantaloons.com
1049,Salwar_Kameez_01049.jpg,Salwar_Kameez,Krish Aggrawal,2026-02-28,nift.ac.in
1050,Salwar_Kameez_01050.jpg,Salwar_Kameez,Naman Aggrawal,2026-03-12,handlooms.nic.in
1051,Kurti_01051.jpg,Kurti,Naman Aggrawal,2026-02-20,texmin.nic.in
1052,Kurti_01052.jpg,Kurti,Kartik Sansanwal,2026-02-15,tatacliq.com
1053,Kurti_01053.jpg,Kurti,Kartik Sansanwal,2026-03-05,texmin.nic.in
1054,Kurti_01054.jpg,Kurti,Kartik Sansanwal,2026-02-15,tatacliq.com
1055,Kurti_01055.jpg,Kurti,Naman Aggrawal,2026-02-23,nykafashion.com
1056,Kurti_01056.jpg,Kurti,Krish Aggrawal,2026-02-18,sikshalochan.nic.in
1057,Kurti_01057.jpg,Kurti,Naman Aggrawal,2026-02-26,pantaloons.com
1058,Kurti_01058.jpg,Kurti,Naman Aggrawal,2026-03-01,fabindia.com
1059,Kurti_01059.jpg,Kurti,Pratham Gupta,2026-03-08,craftcouncil.in
1060,Kurti_01060.jpg,Kurti,Krish Aggrawal,2026-03-07,pantaloons.com
1061,Kurti_01061.jpg,Kurti,Krish Aggrawal,2026-02-27,handlooms.nic.in
1062,Kurti_01062.jpg,Kurti,Krish Aggrawal,2026-02-18,limeroad.com
1063,Kurti_01063.jpg,Kurti,Pratham Gupta,2026-03-14,nift.ac.in
1064,Kurti_01064.jpg,Kurti,Krish Aggrawal,2026-02-20,craftsvilla.com
1065,Kurti_01065.jpg,Kurti,Krish Aggrawal,2026-03-05,nykafashion.com
1066,Kurti_01066.jpg,Kurti,Naman Aggrawal,2026-02-25,fabindia.com
1067,Kurti_01067.jpg,Kurti,Naman Aggrawal,2026-02-24,fabindia.com
1068,Kurti_01068.jpg,Kurti,Naman Aggrawal,2026-02-26,biba.in
1069,Kurti_01069.jpg,Kurti,Krish Aggrawal,2026-02-27,texmin.nic.in
1070,Kurti_01070.jpg,Kurti,Krish Aggrawal,2026-02-19,handlooms.nic.in
1071,Kurti_01071.jpg,Kurti,Kartik Sansanwal,2026-02-20,craftcouncil.in
1072,Kurti_01072.jpg,Kurti,Krish Aggrawal,2026-03-09,westside.com
1073,Kurti_01073.jpg,Kurti,Krish Aggrawal,2026-02-20,craftcouncil.in
1074,Kurti_01074.jpg,Kurti,Pratham Gupta,2026-02-19,westside.com
1075,Kurti_01075.jpg,Kurti,Pratham Gupta,2026-03-13,nift.ac.in
1076,Kurti_01076.jpg,Kurti,Krish Aggrawal,2026-02-16,limeroad.com
1077,Kurti_01077.jpg,Kurti,Abhinav Dogra,2026-03-02,biba.in
1078,Kurti_01078.jpg,Kurti,Naman Aggrawal,2026-03-13,handlooms.nic.in
1079,Kurti_01079.jpg,Kurti,Krish Aggrawal,2026-03-03,craftcouncil.in
1080,Kurti_01080.jpg,Kurti,Kartik Sansanwal,2026-03-08,craftcouncil.in
1081,Kurti_01081.jpg,Kurti,Kartik Sansanwal,2026-03-09,nift.ac.in
1082,Kurti_01082.jpg,Kurti,Kartik Sansanwal,2026-02-20,nykafashion.com
1083,Kurti_01083.jpg,Kurti,Krish Aggrawal,2026-02-15,utsavfashion.com
1084,Kurti_01084.jpg,Kurti,Pratham Gupta,2026-02-16,cbazaar.com
1085,Kurti_01085.jpg,Kurti,Naman Aggrawal,2026-03-04,craftsvilla.com
1086,Kurti_01086.jpg,Kurti,Naman Aggrawal,2026-03-11,nift.ac.in
1087,Kurti_01087.jpg,Kurti,Krish Aggrawal,2026-03-10,craftcouncil.in
1088,Kurti_01088.jpg,Kurti,Krish Aggrawal,2026-03-03,fabindia.com
1089,Kurti_01089.jpg,Kurti,Krish Aggrawal,2026-02-18,cbazaar.com
1090,Kurti_01090.jpg,Kurti,Krish Aggrawal,2026-03-13,limeroad.com
1091,Kurti_01091.jpg,Kurti,Krish Aggrawal,2026-03-13,ajio.com
1092,Kurti_01092.jpg,Kurti,Kartik Sansanwal,2026-03-04,tatacliq.com
1093,Kurti_01093.jpg,Kurti,Kartik Sansanwal,2026-02-18,utsavfashion.com
1094,Kurti_01094.jpg,Kurti,Pratham Gupta,2026-03-14,ajio.com
1095,Kurti_01095.jpg,Kurti,Kartik Sansanwal,2026-02-23,limeroad.com
1096,Kurti_01096.jpg,Kurti,Abhinav Dogra,2026-03-01,fabindia.com
1097,Kurti_01097.jpg,Kurti,Naman Aggrawal,2026-02-21,limeroad.com
1098,Kurti_01098.jpg,Kurti,Krish Aggrawal,2026-03-07,texmin.nic.in
1099,Kurti_01099.jpg,Kurti,Naman Aggrawal,2026-03-06,biba.in
1100,Kurti_01100.jpg,Kurti,Naman Aggrawal,2026-03-13,tatacliq.com
1101,Kurti_01101.jpg,Kurti,Abhinav Dogra,2026-03-05,limeroad.com
1102,Kurti_01102.jpg,Kurti,Krish Aggrawal,2026-02-23,sikshalochan.nic.in
1103,Kurti_01103.jpg,Kurti,Naman Aggrawal,2026-02-25,craftsvilla.com
1104,Kurti_01104.jpg,Kurti,Pratham Gupta,2026-03-05,cbazaar.com
1105,Kurti_01105.jpg,Kurti,Krish Aggrawal,2026-03-15,fabindia.com
1106,Kurti_01106.jpg,Kurti,Naman Aggrawal,2026-03-11,texmin.nic.in
1107,Kurti_01107.jpg,Kurti,Abhinav Dogra,2026-02-23,biba.in
1108,Kurti_01108.jpg,Kurti,Naman Aggrawal,2026-02-22,biba.in
1109,Kurti_01109.jpg,Kurti,Pratham Gupta,2026-03-13,utsavfashion.com
1110,Kurti_01110.jpg,Kurti,Kartik Sansanwal,2026-03-02,biba.in
1111,Kurti_01111.jpg,Kurti,Krish Aggrawal,2026-03-07,cbazaar.com
1112,Kurti_01112.jpg,Kurti,Kartik Sansanwal,2026-02-27,nift.ac.in
1113,Kurti_01113.jpg,Kurti,Abhinav Dogra,2026-03-07,nykafashion.com
